Rodada,Confronto,Time A,Time B,ID A,ID B
10,1,A Lenda Super Vasco F.c,TIGRE LEON,1,12
10,2,Tatols Beants F.C,lsauer fc,14,17
10,3,seralex,FC castelo Branco 2,20,3
10,4,FC Los Castilho,pra sempre imortal fc,2,18
10,5,pura bucha /botafogo,RHANKA DENTY FC25,19,9
10,6,Texas Club 2025,Santo Ângelo United,15,10
10,7,MauHumor F.C.,TATITTA FC,7,11
10,8,VASCO MARTINS FC,Tabajara de Inhaua FC2,16,13
10,9,Fedato Futebol Clube,JV5 Tricolor Gaúcho,5,6
10,10,FIGUEIRA DA ILHA,Noah A 10,4,8
11,1,TIGRE LEON,Tabajara de Inhaua FC2,12,13
11,2,Tatols Beants F.C,seralex,14,20
11,3,pra sempre imortal fc,lsauer fc,18,17
11,4,FC castelo Branco 2,pura bucha /botafogo,3,19
11,5,Texas Club 2025,FC Los Castilho,15,2
11,6,RHANKA DENTY FC25,TATITTA FC,9,11
11,7,Santo Ângelo United,VASCO MARTINS FC,10,16
11,8,JV5 Tricolor Gaúcho,MauHumor F.C.,6,7
11,9,Fedato Futebol Clube,FIGUEIRA DA ILHA,5,4
11,10,Noah A 10,A Lenda Super Vasco F.c,8,1
12,1,Santo Ângelo United,TIGRE LEON,10,12
12,2,Tatols Beants F.C,pra sempre imortal fc,14,18
12,3,seralex,pura bucha /botafogo,20,19
12,4,Texas Club 2025,lsauer fc,15,17
12,5,TATITTA FC,FC castelo Branco 2,11,3
12,6,FC Los Castilho,VASCO MARTINS FC,2,16
12,7,RHANKA DENTY FC25,JV5 Tricolor Gaúcho,9,6
12,8,FIGUEIRA DA ILHA,MauHumor F.C.,4,7
12,9,Noah A 10,Tabajara de Inhaua FC2,8,13
12,10,Fedato Futebol Clube,A Lenda Super Vasco F.c,5,1
13,1,TIGRE LEON,FC Los Castilho,12,2
13,2,pura bucha /botafogo,Tatols Beants F.C,19,14
13,3,Texas Club 2025,pra sempre imortal fc,15,18
13,4,TATITTA FC,seralex,11,20
13,5,lsauer fc,VASCO MARTINS FC,17,16
13,6,JV5 Tricolor Gaúcho,FC castelo Branco 2,6,3
13,7,RHANKA DENTY FC25,FIGUEIRA DA ILHA,9,4
13,8,Noah A 10,Santo Ângelo United,8,10
13,9,MauHumor F.C.,A Lenda Super Vasco F.c,7,1
13,10,Tabajara de Inhaua FC2,Fedato Futebol Clube,13,5
14,1,TIGRE LEON,lsauer fc,12,17
14,2,Tatols Beants F.C,Texas Club 2025,14,15
14,3,pura bucha /botafogo,TATITTA FC,19,11
14,4,VASCO MARTINS FC,pra sempre imortal fc,16,18
14,5,JV5 Tricolor Gaúcho,seralex,6,20
14,6,FIGUEIRA DA ILHA,FC castelo Branco 2,4,3
14,7,FC Los Castilho,Noah A 10,2,8
14,8,RHANKA DENTY FC25,A Lenda Super Vasco F.c,9,1
14,9,Santo Ângelo United,Fedato Futebol Clube,10,5
14,10,MauHumor F.C.,Tabajara de Inhaua FC2,7,13
15,1,pra sempre imortal fc,TIGRE LEON,18,12
15,2,Tatols Beants F.C,TATITTA FC,14,11
15,3,Texas Club 2025,VASCO MARTINS FC,15,16
15,4,pura bucha /botafogo,JV5 Tricolor Gaúcho,19,6
15,5,FIGUEIRA DA ILHA,seralex,4,20
15,6,Noah A 10,lsauer fc,8,17
15,7,A Lenda Super Vasco F.c,FC castelo Branco 2,1,3
15,8,FC Los Castilho,Fedato Futebol Clube,2,5
15,9,RHANKA DENTY FC25,Tabajara de Inhaua FC2,9,13
15,10,Santo Ângelo United,MauHumor F.C.,10,7
16,1,TIGRE LEON,Texas Club 2025,12,15
16,2,VASCO MARTINS FC,Tatols Beants F.C,16,14
16,3,JV5 Tricolor Gaúcho,TATITTA FC,6,11
16,4,pura bucha /botafogo,FIGUEIRA DA ILHA,19,4
16,5,Noah A 10,pra sempre imortal fc,8,18
16,6,seralex,A Lenda Super Vasco F.c,20,1
16,7,lsauer fc,Fedato Futebol Clube,17,5
16,8,Tabajara de Inhaua FC2,FC castelo Branco 2,13,3
16,9,MauHumor F.C.,FC Los Castilho,7,2
16,10,Santo Ângelo United,RHANKA DENTY FC25,10,9
17,1,TIGRE LEON,VASCO MARTINS FC,12,16
17,2,Tatols Beants F.C,JV5 Tricolor Gaúcho,14,6
17,3,FIGUEIRA DA ILHA,TATITTA FC,4,11
17,4,Noah A 10,Texas Club 2025,8,15
17,5,pura bucha /botafogo,A Lenda Super Vasco F.c,19,1
17,6,pra sempre imortal fc,Fedato Futebol Clube,18,5
17,7,Tabajara de Inhaua FC2,seralex,13,20
17,8,MauHumor F.C.,lsauer fc,7,17
17,9,Santo Ângelo United,FC castelo Branco 2,10,3
17,10,RHANKA DENTY FC25,FC Los Castilho,9,2
18,1,TIGRE LEON,Tatols Beants F.C,12,14
18,2,JV5 Tricolor Gaúcho,FIGUEIRA DA ILHA,6,4
18,3,Noah A 10,VASCO MARTINS FC,8,16
18,4,TATITTA FC,A Lenda Super Vasco F.c,11,1
18,5,Texas Club 2025,Fedato Futebol Clube,15,5
18,6,Tabajara de Inhaua FC2,pura bucha /botafogo,13,19
18,7,MauHumor F.C.,pra sempre imortal fc,7,18
18,8,seralex,Santo Ângelo United,20,10
18,9,RHANKA DENTY FC25,lsauer fc,9,17
18,10,FC castelo Branco 2,FC Los Castilho,3,2
19,1,Noah A 10,TIGRE LEON,8,12
19,2,FIGUEIRA DA ILHA,Tatols Beants F.C,4,14
19,3,A Lenda Super Vasco F.c,JV5 Tricolor Gaúcho,1,6
19,4,Fedato Futebol Clube,VASCO MARTINS FC,5,16
19,5,Tabajara de Inhaua FC2,TATITTA FC,13,11
19,6,Texas Club 2025,MauHumor F.C.,15,7
19,7,pura bucha /botafogo,Santo Ângelo United,19,10
19,8,RHANKA DENTY FC25,pra sempre imortal fc,9,18
19,9,seralex,FC Los Castilho,20,2
19,10,lsauer fc,FC castelo Branco 2,17,3
